compound_name,target_name,gene_symbol,uniprot_id,chembl_id,target_class,probability,source
Apigenin,Arachidonate 15-lipoxygenase,ALOX15,P16050,CHEMBL2903,Enzyme,0.329868485421,SwissTargetPrediction
Apigenin,AMY1C,AMY1A,P04745,CHEMBL2478,Enzyme,0.329868485421,SwissTargetPrediction
Apigenin,G protein-coupled receptor kinase 6,GRK6,P43250,CHEMBL6144,Kinase,0.329868485421,SwissTargetPrediction
Apigenin,Tyrosinase,TYR,P14679,CHEMBL1973,Oxidoreductase,0.272562660102,SwissTargetPrediction
Apigenin,Estradiol 17-beta-dehydrogenase 2,HSD17B2,P37059,CHEMBL2789,Enzyme,0.272562660102,SwissTargetPrediction
Apigenin,Aryl hydrocarbon receptor,AHR,P35869,CHEMBL3201,Transcription factor,0.272562660102,SwissTargetPrediction
Apigenin,Carbonic anhydrase I,CA1,P00915,CHEMBL261,Lyase,0.2562278396,SwissTargetPrediction
Apigenin,Carbonic anhydrase IX,CA9,Q16790,CHEMBL3594,Lyase,0.2562278396,SwissTargetPrediction
Apigenin,Carbonyl reductase [NADPH] 1,CBR1,P16152,CHEMBL5586,Enzyme,0.247942822879,SwissTargetPrediction
Apigenin,Androgen Receptor,AR,P10275,CHEMBL1871,Nuclear receptor,0.247942822879,SwissTargetPrediction
Apigenin,Telomerase reverse transcriptase,TERT,O14746,CHEMBL2916,Enzyme,0.239574695827,SwissTargetPrediction
Apigenin,Serine/threonine-protein kinase PIM1,PIM1,P11309,CHEMBL2147,Kinase,0.231637184894,SwissTargetPrediction
Apigenin,Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,0.198833760448,SwissTargetPrediction
Apigenin,Cyclin-dependent kinase 1,CDK1,P06493,CHEMBL308,Kinase,0.190656977035,SwissTargetPrediction
Apigenin,Lysine-specific demethylase 4D-like,KDM4E,B2RXH2,CHEMBL1293226,Eraser,0.166097445484,SwissTargetPrediction
Apigenin,Tyrosine-protein kinase LCK,LCK,P06239,CHEMBL258,Kinase,0.149732593856,SwissTargetPrediction
Apigenin,Serine/threonine-protein kinase Aurora-B,AURKB,Q96GD4,CHEMBL2185,Kinase,0.141522086267,SwissTargetPrediction
Apigenin,NEDD8-activating enzyme E1 regulatory subunit,NAE1,Q13564,CHEMBL2016431,Unclassified protein,0.141522086267,SwissTargetPrediction
Apigenin,Thromboxane-A synthase,TBXAS1,P24557,CHEMBL1835,Cytochrome P450,0.141522086267,SwissTargetPrediction
Apigenin,Insulin-like growth factor I receptor,IGF1R,P08069,CHEMBL1957,Kinase,0.133337961498,SwissTargetPrediction
Apigenin,Vascular endothelial growth factor receptor 2,KDR,P35968,CHEMBL279,Kinase,0.125142648574,SwissTargetPrediction
Apigenin,Serine/threonine-protein kinase PLK1,PLK1,P53350,CHEMBL3024,Kinase,0.125142648574,SwissTargetPrediction
Apigenin,Hepatocyte growth factor receptor,MET,P08581,CHEMBL3717,Kinase,0.125142648574,SwissTargetPrediction
Apigenin,ALK tyrosine kinase receptor,ALK,Q9UM73,CHEMBL4247,Kinase,0.125142648574,SwissTargetPrediction
Apigenin,Tyrosine-protein kinase receptor UFO,AXL,P30530,CHEMBL4895,Kinase,0.125142648574,SwissTargetPrediction
Apigenin,Butyrylcholinesterase,BCHE,P06276,CHEMBL1914,Hydrolase,0.125142648574,SwissTargetPrediction
Apigenin,Adenosine A3 receptor,ADORA3,P0DMS8,CHEMBL256,Family A G protein-coupled receptor,0.125142648574,SwissTargetPrediction
Apigenin,Cyclin-dependent kinase 2,CDK2,P24941,CHEMBL301,Kinase,0.125142648574,SwissTargetPrediction
Apigenin,Serotonin 2c (5-HT2c) receptor,HTR2C,P28335,CHEMBL225,Family A G protein-coupled receptor,0.125142648574,SwissTargetPrediction
Apigenin,G-protein coupled receptor 35,GPR35,Q9HC97,CHEMBL1293267,Family A G protein-coupled receptor,0.116965063224,SwissTargetPrediction
Apigenin,Death-associated protein kinase 1,DAPK1,P53355,CHEMBL2558,Kinase,0.116965063224,SwissTargetPrediction
Apigenin,DNA-3-methyladenine glycosylase,MPG,P29372,CHEMBL3396943,Enzyme,0.116965063224,SwissTargetPrediction
Apigenin,Solute carrier family 22 member 12,SLC22A12,Q96S37,CHEMBL6120,Electrochemical transporter,0.116965063224,SwissTargetPrediction
Apigenin,"Beta-galactoside alpha-2,6-sialyltransferase 1",ST6GAL1,P15907,CHEMBL3596075,Transferase,0.108770969359,SwissTargetPrediction
Apigenin,Thrombin,F2,P00734,CHEMBL204,Protease,0.108770969359,SwissTargetPrediction
Apigenin,Plasminogen,PLG,P00747,CHEMBL1801,Protease,0.108770969359,SwissTargetPrediction
Apigenin,Vasopressin V2 receptor,AVPR2,P30518,CHEMBL1790,Family A G protein-coupled receptor,0.108770969359,SwissTargetPrediction
Apigenin,Dopamine D4 receptor,DRD4,P21917,CHEMBL219,Family A G protein-coupled receptor,0.108770969359,SwissTargetPrediction
Apigenin,Myeloperoxidase,MPO,P05164,CHEMBL2439,Enzyme,0.108770969359,SwissTargetPrediction
Apigenin,PI3-kinase p85-alpha subunit,PIK3R1,P27986,CHEMBL2506,Enzyme,0.108770969359,SwissTargetPrediction
Apigenin,Liver glycogen phosphorylase,PYGL,P06737,CHEMBL2568,Enzyme,0.108770969359,SwissTargetPrediction
Apigenin,Tyrosine-protein kinase SRC,SRC,P12931,CHEMBL267,Kinase,0.108770969359,SwissTargetPrediction
Apigenin,Focal adhesion kinase 1,PTK2,Q05397,CHEMBL2695,Kinase,0.108770969359,SwissTargetPrediction
Apigenin,Matrix metalloproteinase 13,MMP13,P45452,CHEMBL280,Protease,0.108770969359,SwissTargetPrediction
Apigenin,Matrix metalloproteinase 3,MMP3,P08254,CHEMBL283,Protease,0.108770969359,SwissTargetPrediction
Apigenin,Carbonic anhydrase III,CA3,P07451,CHEMBL2885,Lyase,0.108770969359,SwissTargetPrediction
Apigenin,Carbonic anhydrase VI,CA6,P23280,CHEMBL3025,Lyase,0.108770969359,SwissTargetPrediction
Apigenin,Protein kinase N1,PKN1,Q16512,CHEMBL3384,Kinase,0.108770969359,SwissTargetPrediction
Apigenin,Carbonic anhydrase XIV,CA14,Q9ULX7,CHEMBL3510,Lyase,0.108770969359,SwissTargetPrediction
Apigenin,Serine/threonine-protein kinase NEK2,NEK2,P51955,CHEMBL3835,Kinase,0.108770969359,SwissTargetPrediction
Apigenin,Interleukin-8 receptor A,CXCR1,P25024,CHEMBL4029,Family A G protein-coupled receptor,0.108770969359,SwissTargetPrediction
Apigenin,CaM kinase II beta,CAMK2B,Q13554,CHEMBL4121,Kinase,0.108770969359,SwissTargetPrediction
Apigenin,Serine/threonine-protein kinase AKT,AKT1,P31749,CHEMBL4282,Kinase,0.108770969359,SwissTargetPrediction
Apigenin,Serine/threonine-protein kinase NEK6,NEK6,Q9HC98,CHEMBL4309,Kinase,0.108770969359,SwissTargetPrediction
Luteolin,NADPH oxidase 4,NOX4,Q9NPH5,CHEMBL1250375,Enzyme,1.0,SwissTargetPrediction
Luteolin,Aldose reductase,AKR1B1,P15121,CHEMBL1900,Enzyme,1.0,SwissTargetPrediction
Luteolin,Cyclin-dependent kinase 5/CDK5 activator 1,CDK5R1 CDK5,Q15078 Q00535,CHEMBL1907600,Kinase,1.0,SwissTargetPrediction
Luteolin,Xanthine dehydrogenase,XDH,P47989,CHEMBL1929,Oxidoreductase,1.0,SwissTargetPrediction
Luteolin,Monoamine oxidase A,MAOA,P21397,CHEMBL1951,Oxidoreductase,1.0,SwissTargetPrediction
Luteolin,Tyrosine-protein kinase receptor FLT3,FLT3,P36888,CHEMBL1974,Kinase,1.0,SwissTargetPrediction
Luteolin,Carbonic anhydrase II,CA2,P00918,CHEMBL205,Lyase,1.0,SwissTargetPrediction
Luteolin,Cyclin-dependent kinase 1/cyclin B,CCNB3 CDK1 CCNB1 CCNB2,Q8WWL7 P06493 P14635 O95067,CHEMBL2094127,Other cytosolic protein,1.0,SwissTargetPrediction
Luteolin,Arachidonate 5-lipoxygenase,ALOX5,P09917,CHEMBL215,Oxidoreductase,1.0,SwissTargetPrediction
Luteolin,Adenosine A1 receptor   (by homology),ADORA1,P30542,CHEMBL226,Family A G protein-coupled receptor,1.0,SwissTargetPrediction
Luteolin,Carbonic anhydrase VII,CA7,P43166,CHEMBL2326,Lyase,1.0,SwissTargetPrediction
Luteolin,Glyoxalase I,GLO1,Q04760,CHEMBL2424,Enzyme,1.0,SwissTargetPrediction
Luteolin,Beta amyloid A4 protein,APP,P05067,CHEMBL2487,Membrane receptor,1.0,SwissTargetPrediction
Luteolin,Tyrosine-protein kinase SYK,SYK,P43405,CHEMBL2599,Kinase,1.0,SwissTargetPrediction
Luteolin,Glycogen synthase kinase-3 beta,GSK3B,P49841,CHEMBL262,Kinase,1.0,SwissTargetPrediction
Luteolin,Poly [ADP-ribose] polymerase-1,PARP1,P09874,CHEMBL3105,Enzyme,1.0,SwissTargetPrediction
Luteolin,Transthyretin,TTR,P02766,CHEMBL3194,Secreted protein,1.0,SwissTargetPrediction
Luteolin,Matrix metalloproteinase 9,MMP9,P14780,CHEMBL321,Protease,1.0,SwissTargetPrediction
Luteolin,Carbonic anhydrase XII,CA12,O43570,CHEMBL3242,Lyase,1.0,SwissTargetPrediction
Luteolin,Matrix metalloproteinase 2,MMP2,P08253,CHEMBL333,Protease,1.0,SwissTargetPrediction
Luteolin,Carbonic anhydrase IV,CA4,P22748,CHEMBL3729,Lyase,1.0,SwissTargetPrediction
Luteolin,Matrix metalloproteinase 12,MMP12,P39900,CHEMBL4393,Protease,1.0,SwissTargetPrediction
Luteolin,Lymphocyte differentiation antigen CD38,CD38,P28907,CHEMBL4660,Enzyme,1.0,SwissTargetPrediction
Luteolin,Cytochrome P450 1B1,CYP1B1,Q16678,CHEMBL4878,Cytochrome P450,1.0,SwissTargetPrediction
Luteolin,ATP-binding cassette sub-family G member 2,ABCG2,Q9UNQ0,CHEMBL5393,Primary active transporter,1.0,SwissTargetPrediction
Luteolin,Aldo-keto reductase family 1 member B10,AKR1B10,O60218,CHEMBL5983,Enzyme,1.0,SwissTargetPrediction
Luteolin,Tankyrase-2,TNKS2,Q9H2K2,CHEMBL6154,Enzyme,1.0,SwissTargetPrediction
Luteolin,Tankyrase-1,TNKS,O95271,CHEMBL6164,Enzyme,1.0,SwissTargetPrediction
Luteolin,DNA topoisomerase I   (by homology),TOP1,P11387,CHEMBL1781,Isomerase,1.0,SwissTargetPrediction
Luteolin,Arginase-1   (by homology),ARG1,P05089,CHEMBL1075097,Enzyme,1.0,SwissTargetPrediction
Luteolin,Receptor-type tyrosine-protein phosphatase S,PTPRS,Q13332,CHEMBL2396508,Phosphatase,0.85702273779,SwissTargetPrediction
Luteolin,Multidrug resistance-associated protein 1,ABCC1,P33527,CHEMBL3004,Primary active transporter,0.658019737641,SwissTargetPrediction
Luteolin,Estradiol 17-beta-dehydrogenase 1,HSD17B1,P14061,CHEMBL3181,Enzyme,0.658019737641,SwissTargetPrediction
Luteolin,Acetylcholinesterase,ACHE,P22303,CHEMBL220,Hydrolase,0.600411799834,SwissTargetPrediction
Luteolin,Cyclin-dependent kinase 6,CDK6,Q00534,CHEMBL2508,Kinase,0.600411799834,SwissTargetPrediction
Luteolin,P-glycoprotein 1,ABCB1,P08183,CHEMBL4302,Primary active transporter,0.534504956631,SwissTargetPrediction
Luteolin,Estradiol 17-beta-dehydrogenase 2,HSD17B2,P37059,CHEMBL2789,Enzyme,0.468552735936,SwissTargetPrediction
Luteolin,Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,0.460288741977,SwissTargetPrediction
Luteolin,Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0.460288741977,SwissTargetPrediction
Luteolin,Adenosine A2a receptor   (by homology),ADORA2A,P29274,CHEMBL251,Family A G protein-coupled receptor,0.460288741977,SwissTargetPrediction
Luteolin,Casein kinase II alpha,CSNK2A1,P68400,CHEMBL3629,Kinase,0.460288741977,SwissTargetPrediction
Luteolin,Arachidonate 15-lipoxygenase,ALOX15,P16050,CHEMBL2903,Enzyme,0.435520295391,SwissTargetPrediction
Luteolin,Arachidonate 12-lipoxygenase,ALOX12,P18054,CHEMBL3687,Enzyme,0.435520295391,SwissTargetPrediction
Luteolin,Estrogen receptor alpha,ESR1,P03372,CHEMBL206,Nuclear receptor,0.38621198379,SwissTargetPrediction
Luteolin,Cyclooxygenase-2,PTGS2,P35354,CHEMBL230,Oxidoreductase,0.38621198379,SwissTargetPrediction
Luteolin,Cystic fibrosis transmembrane conductance regulator,CFTR,P13569,CHEMBL4051,Other ion channel,0.38621198379,SwissTargetPrediction
Luteolin,AMY1C,AMY1A,P04745,CHEMBL2478,Enzyme,0.361228277245,SwissTargetPrediction
Luteolin,G protein-coupled receptor kinase 6,GRK6,P43250,CHEMBL6144,Kinase,0.361228277245,SwissTargetPrediction
Luteolin,Carbonic anhydrase I,CA1,P00915,CHEMBL261,Lyase,0.33673963307,SwissTargetPrediction
Luteolin,Carbonic anhydrase IX,CA9,Q16790,CHEMBL3594,Lyase,0.33673963307,SwissTargetPrediction
Luteolin,Cyclin-dependent kinase 2,CDK2,P24941,CHEMBL301,Kinase,0.328395695981,SwissTargetPrediction
Luteolin,Telomerase reverse transcriptase,TERT,O14746,CHEMBL2916,Enzyme,0.320218721084,SwissTargetPrediction
Luteolin,Cyclin-dependent kinase 1,CDK1,P06493,CHEMBL308,Kinase,0.303816094671,SwissTargetPrediction
Luteolin,Tyrosinase,TYR,P14679,CHEMBL1973,Oxidoreductase,0.287307298113,SwissTargetPrediction
Luteolin,Aryl hydrocarbon receptor,AHR,P35869,CHEMBL3201,Transcription factor,0.287307298113,SwissTargetPrediction
Luteolin,Estrogen-related receptor alpha,ESRRA,P11474,CHEMBL3429,Nuclear receptor,0.287307298113,SwissTargetPrediction
Luteolin,G-protein coupled receptor 35,GPR35,Q9HC97,CHEMBL1293267,Family A G protein-coupled receptor,0.279037062104,SwissTargetPrediction
Luteolin,Vasopressin V2 receptor,AVPR2,P30518,CHEMBL1790,Family A G protein-coupled receptor,0.279037062104,SwissTargetPrediction
Luteolin,Insulin-like growth factor I receptor,IGF1R,P08069,CHEMBL1957,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Thrombin,F2,P00734,CHEMBL204,Protease,0.279037062104,SwissTargetPrediction
Luteolin,Serine/threonine-protein kinase PIM1,PIM1,P11309,CHEMBL2147,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Serine/threonine-protein kinase Aurora-B,AURKB,Q96GD4,CHEMBL2185,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Dopamine D4 receptor,DRD4,P21917,CHEMBL219,Family A G protein-coupled receptor,0.279037062104,SwissTargetPrediction
Luteolin,Myeloperoxidase,MPO,P05164,CHEMBL2439,Enzyme,0.279037062104,SwissTargetPrediction
Luteolin,PI3-kinase p85-alpha subunit,PIK3R1,P27986,CHEMBL2506,Enzyme,0.279037062104,SwissTargetPrediction
Luteolin,Death-associated protein kinase 1,DAPK1,P53355,CHEMBL2558,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Liver glycogen phosphorylase,PYGL,P06737,CHEMBL2568,Enzyme,0.279037062104,SwissTargetPrediction
Luteolin,Tyrosine-protein kinase SRC,SRC,P12931,CHEMBL267,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Focal adhesion kinase 1,PTK2,Q05397,CHEMBL2695,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Vascular endothelial growth factor receptor 2,KDR,P35968,CHEMBL279,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Matrix metalloproteinase 13,MMP13,P45452,CHEMBL280,Protease,0.279037062104,SwissTargetPrediction
Luteolin,Matrix metalloproteinase 3,MMP3,P08254,CHEMBL283,Protease,0.279037062104,SwissTargetPrediction
Luteolin,Carbonic anhydrase III,CA3,P07451,CHEMBL2885,Lyase,0.279037062104,SwissTargetPrediction
Luteolin,Serine/threonine-protein kinase PLK1,PLK1,P53350,CHEMBL3024,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Carbonic anhydrase VI,CA6,P23280,CHEMBL3025,Lyase,0.279037062104,SwissTargetPrediction
Luteolin,Protein kinase N1,PKN1,Q16512,CHEMBL3384,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Carbonic anhydrase XIV,CA14,Q9ULX7,CHEMBL3510,Lyase,0.279037062104,SwissTargetPrediction
Luteolin,Hepatocyte growth factor receptor,MET,P08581,CHEMBL3717,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Serine/threonine-protein kinase NEK2,NEK2,P51955,CHEMBL3835,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Interleukin-8 receptor A,CXCR1,P25024,CHEMBL4029,Family A G protein-coupled receptor,0.279037062104,SwissTargetPrediction
Luteolin,CaM kinase II beta,CAMK2B,Q13554,CHEMBL4121,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,ALK tyrosine kinase receptor,ALK,Q9UM73,CHEMBL4247,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Serine/threonine-protein kinase AKT,AKT1,P31749,CHEMBL4282,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Serine/threonine-protein kinase NEK6,NEK6,Q9HC98,CHEMBL4309,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Phospholipase A2 group 1B,PLA2G1B,P04054,CHEMBL4426,Enzyme,0.279037062104,SwissTargetPrediction
Luteolin,Carbonic anhydrase VA,CA5A,P35218,CHEMBL4789,Lyase,0.279037062104,SwissTargetPrediction
Luteolin,Beta-secretase 1,BACE1,P56817,CHEMBL4822,Protease,0.279037062104,SwissTargetPrediction
Luteolin,Tyrosine-protein kinase receptor UFO,AXL,P30530,CHEMBL4895,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,NUAK family SNF1-like kinase 1,NUAK1,O60285,CHEMBL5784,Kinase,0.279037062104,SwissTargetPrediction
Luteolin,Aldo-keto reductase family 1 member C2   (by homology),AKR1C2,P52895,CHEMBL5847,Enzyme,0.279037062104,SwissTargetPrediction
Luteolin,Aldo-keto reductase family 1 member C1   (by homology),AKR1C1,Q04828,CHEMBL5905,Enzyme,0.279037062104,SwissTargetPrediction
Luteolin,Aldo-keto-reductase family 1 member C3   (by homology),AKR1C3,P42330,CHEMBL4681,Enzyme,0.279037062104,SwissTargetPrediction
Luteolin,Aldo-keto reductase family 1 member C4   (by homology),AKR1C4,P17516,CHEMBL4999,Enzyme,0.279037062104,SwissTargetPrediction
Luteolin,Carbonic anhydrase XIII   (by homology),CA13,Q8N1Q1,CHEMBL3912,Lyase,0.279037062104,SwissTargetPrediction
Luteolin,Aldehyde reductase   (by homology),AKR1A1,P14550,CHEMBL2246,Enzyme,0.279037062104,SwissTargetPrediction
Luteolin,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",PFKFB3,Q16875,CHEMBL2331053,Enzyme,0.147256737367,SwissTargetPrediction
Luteolin,Plasminogen,PLG,P00747,CHEMBL1801,Protease,0.147256737367,SwissTargetPrediction
Luteolin,Lysine-specific demethylase 4D-like,KDM4E,B2RXH2,CHEMBL1293226,Eraser,0.147256737367,SwissTargetPrediction
Luteolin,Androgen Receptor,AR,P10275,CHEMBL1871,Nuclear receptor,0.139061946948,SwissTargetPrediction
Chlorogenic acid,Aldose reductase,AKR1B1,P15121,CHEMBL1900,Enzyme,1.0,SwissTargetPrediction
Chlorogenic acid,Aldo-keto reductase family 1 member B10,AKR1B10,O60218,CHEMBL5983,Enzyme,1.0,SwissTargetPrediction
Chlorogenic acid,Matrix metalloproteinase 13,MMP13,P45452,CHEMBL280,Protease,0.17256261086,SwissTargetPrediction
Chlorogenic acid,Matrix metalloproteinase 2,MMP2,P08253,CHEMBL333,Protease,0.17256261086,SwissTargetPrediction
Chlorogenic acid,Matrix metalloproteinase 12,MMP12,P39900,CHEMBL4393,Protease,0.139088623131,SwissTargetPrediction
Chlorogenic acid,Beta amyloid A4 protein,APP,P05067,CHEMBL2487,Membrane receptor,0.113979814646,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase II,CA2,P00918,CHEMBL205,Lyase,0.73930393802,SwissTargetPrediction
Caffeic acid,Arachidonate 5-lipoxygenase,ALOX5,P09917,CHEMBL215,Oxidoreductase,0.73930393802,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase VII,CA7,P43166,CHEMBL2326,Lyase,0.73930393802,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase I,CA1,P00915,CHEMBL261,Lyase,0.73930393802,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase VI,CA6,P23280,CHEMBL3025,Lyase,0.73930393802,SwissTargetPrediction
Caffeic acid,Matrix metalloproteinase 9,MMP9,P14780,CHEMBL321,Protease,0.73930393802,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase XII,CA12,O43570,CHEMBL3242,Lyase,0.73930393802,SwissTargetPrediction
Caffeic acid,Matrix metalloproteinase 1,MMP1,P03956,CHEMBL332,Protease,0.73930393802,SwissTargetPrediction
Caffeic acid,Matrix metalloproteinase 2,MMP2,P08253,CHEMBL333,Protease,0.73930393802,SwissTargetPrediction
Caffeic acid,Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,0.73930393802,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase XIV,CA14,Q9ULX7,CHEMBL3510,Lyase,0.73930393802,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase IX,CA9,Q16790,CHEMBL3594,Lyase,0.73930393802,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase VB,CA5B,Q9Y2D0,CHEMBL3969,Lyase,0.73930393802,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase VA,CA5A,P35218,CHEMBL4789,Lyase,0.73930393802,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase III,CA3,P07451,CHEMBL2885,Lyase,0.212408695957,SwissTargetPrediction
Caffeic acid,Aldose reductase,AKR1B1,P15121,CHEMBL1900,Enzyme,0.150923844771,SwissTargetPrediction
Caffeic acid,Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0.150923844771,SwissTargetPrediction
Caffeic acid,Carbonic anhydrase IV,CA4,P22748,CHEMBL3729,Lyase,0.150923844771,SwissTargetPrediction
beta-Sitosterol,Niemann-Pick C1-like protein 1,NPC1L1,Q9UHC9,CHEMBL2027,Other membrane protein,0.875914118523,SwissTargetPrediction
beta-Sitosterol,LXR-alpha,NR1H3,Q13133,CHEMBL2808,Nuclear receptor,0.747494949275,SwissTargetPrediction
beta-Sitosterol,Nuclear receptor ROR-gamma,RORC,P51449,CHEMBL1741186,Nuclear receptor,0.589276032706,SwissTargetPrediction
beta-Sitosterol,Testis-specific androgen-binding protein,SHBG,P04278,CHEMBL3305,Secreted protein,0.456018460382,SwissTargetPrediction
beta-Sitosterol,HMG-CoA reductase,HMGCR,P04035,CHEMBL402,Oxidoreductase,0.439393761626,SwissTargetPrediction
beta-Sitosterol,Cytochrome P450 17A1,CYP17A1,P05093,CHEMBL3522,Cytochrome P450,0.38940029876,SwissTargetPrediction
beta-Sitosterol,Sterol regulatory element-binding protein 2,SREBF2,Q12772,CHEMBL1795166,Unclassified protein,0.322747363996,SwissTargetPrediction
beta-Sitosterol,Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,0.314405075257,SwissTargetPrediction
beta-Sitosterol,Androgen Receptor,AR,P10275,CHEMBL1871,Nuclear receptor,0.256112183139,SwissTargetPrediction
beta-Sitosterol,Cytochrome P450 51   (by homology),CYP51A1,Q16850,CHEMBL3849,Cytochrome P450,0.256112183139,SwissTargetPrediction
beta-Sitosterol,Nuclear receptor ROR-alpha,RORA,P35398,CHEMBL5868,Nuclear receptor,0.18109009917,SwissTargetPrediction
beta-Sitosterol,Estrogen receptor alpha,ESR1,P03372,CHEMBL206,Nuclear receptor,0.156149436769,SwissTargetPrediction
beta-Sitosterol,Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0.156149436769,SwissTargetPrediction
beta-Sitosterol,Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,0.139453235615,SwissTargetPrediction
beta-Sitosterol,Cytochrome P450 2C19,CYP2C19,P33261,CHEMBL3622,Cytochrome P450,0.131155749143,SwissTargetPrediction
beta-Sitosterol,Acetylcholinesterase,ACHE,P22303,CHEMBL220,Hydrolase,0.114494790121,SwissTargetPrediction
beta-Sitosterol,Corticosteroid binding globulin,SERPINA6,P08185,CHEMBL2421,Secreted protein,0.114494790121,SwissTargetPrediction
beta-Sitosterol,Glucose-6-phosphate 1-dehydrogenase,G6PD,P11413,CHEMBL5347,Enzyme,0.114494790121,SwissTargetPrediction
beta-Sitosterol,Norepinephrine transporter,SLC6A2,P23975,CHEMBL222,Electrochemical transporter,0.114494790121,SwissTargetPrediction
beta-Sitosterol,Serotonin transporter,SLC6A4,P31645,CHEMBL228,Electrochemical transporter,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Butyrylcholinesterase,BCHE,P06276,CHEMBL1914,Hydrolase,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Muscarinic acetylcholine receptor M2,CHRM2,P08172,CHEMBL211,Family A G protein-coupled receptor,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Nuclear receptor subfamily 1 group I member 3   (by homology),NR1I3,Q14994,CHEMBL5503,Nuclear receptor,0.106165761464,SwissTargetPrediction
beta-Sitosterol,LXR-beta,NR1H2,P55055,CHEMBL4093,Nuclear receptor,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Vitamin D receptor,VDR,P11473,CHEMBL1977,Nuclear receptor,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Prostanoid EP1 receptor   (by homology),PTGER1,P34995,CHEMBL1811,Family A G protein-coupled receptor,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Prostanoid EP2 receptor   (by homology),PTGER2,P43116,CHEMBL1881,Family A G protein-coupled receptor,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Thromboxane-A synthase,TBXAS1,P24557,CHEMBL1835,Cytochrome P450,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Prostaglandin E synthase,PTGES,O14684,CHEMBL5658,Enzyme,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Anti-estrogen binding site (AEBS)   (by homology),DHCR7,Q9UBM7,CHEMBL2169735,Enzyme,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Peroxisome proliferator-activated receptor delta,PPARD,Q03181,CHEMBL3979,Nuclear receptor,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Squalene monooxygenase,SQLE,Q14534,CHEMBL3592,Enzyme,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Glycine receptor subunit alpha-1,GLRA1,P23415,CHEMBL5845,Ligand-gated ion channel,0.106165761464,SwissTargetPrediction
beta-Sitosterol,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,P28845,CHEMBL4235,Enzyme,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Protein-tyrosine phosphatase 1C,PTPN6,P29350,CHEMBL3166,Phosphatase,0.106165761464,SwissTargetPrediction
beta-Sitosterol,T-cell protein-tyrosine phosphatase,PTPN2,P17706,CHEMBL3807,Phosphatase,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Squalene synthetase   (by homology),FDFT1,P37268,CHEMBL3338,Enzyme,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Carboxylesterase 2,CES2,O00748,CHEMBL3180,Enzyme,0.106165761464,SwissTargetPrediction
